city.title,country.title,N
Zvenigorodka,Ukraine,11002
Rokitnoe,Ukraine,10981
Boguslav,Ukraine,10972
Volnogorsk,Ukraine,10948
Ostrog,Ukraine,10939
Dunaevtsy,Ukraine,10907
Yampol,Ukraine,10808
Bershad,Ukraine,10800
Debaltsevo,Ukraine,10705
Polonnoe,Ukraine,10664
Selidovo,Ukraine,10612
Bolgrad,Ukraine,10554
Berezno,Ukraine,10492
Dolinskaya,Ukraine,10461
Kilia,Ukraine,10259
Korsun-Shevchenkovsky,Ukraine,10134
Shpola,Ukraine,10120
Burshtyn,Ukraine,10047
Terebovlya,Ukraine,9932
Sudak,Ukraine,9902
Yagotin,Ukraine,9535
Khorol,Ukraine,9463
Vishnevoe,Ukraine,9398
Zhashkov,Ukraine,9376
Kosov,Ukraine,9324
Piryatin,Ukraine,9320
Amvrosievka,Ukraine,9299
Putivl,Ukraine,9189
Svatovo,Ukraine,9134
Izyaslav,Ukraine,9110
Kremennaya,Ukraine,9067
Talnoe,Ukraine,8983
Gorodische,Ukraine,8887
Zbarazh,Ukraine,8870
Molodogvardeysk,Ukraine,8855
Apostolovo,Ukraine,8730
Olevsk,Ukraine,8680
Ochakov,Ukraine,8671
Karlovka,Ukraine,8647
Nemirov,Ukraine,8634
Vyshgorod,Ukraine,8612
Novy Razdol,Ukraine,8544
Volchansk,Ukraine,8505
Popasnaya,Ukraine,8470
Gayvoron,Ukraine,8442
Vatutino,Ukraine,8430
Gorodenka,Ukraine,8332
Primorsk,Ukraine,8329
Rogatin,Ukraine,8321
Razdelnaya,Ukraine,8290
Skvira,Ukraine,8286
Verkhnedneprovsk,Ukraine,8241
Novy Bug,Ukraine,8205
Orekhov,Ukraine,8190
Dokuchaevsk,Ukraine,8182
Rozhische,Ukraine,8154
Artsiz,Ukraine,8140
Bogodukhov,Ukraine,8129
Kivertsy,Ukraine,8012
Novoukrainka,Ukraine,7953
Kamenka,Ukraine,7952
Golaya Pristan,Ukraine,7945
Borschev,Ukraine,7936
Storozhinets,Ukraine,7919
Lyuboml,Ukraine,7840
Alexandrovka,Ukraine,7821
Artemovsk,Ukraine,7789
Radomyshl,Ukraine,7773
Pyatikhatki,Ukraine,7767
Kurakhovo,Ukraine,7655
Yavorov,Ukraine,7646
Radivilov,Ukraine,7552
Belogorsk,Ukraine,7530
Gulyaypole,Ukraine,7473
Dubrovitsa,Ukraine,7418
Khotin,Ukraine,7416
Stebnik,Ukraine,7320
Mironovka,Ukraine,7235
Ugledar,Ukraine,7216
Nikolaevka,Ukraine,7123
Bobrinets,Ukraine,7099
Vasilyevka,Ukraine,7054
Monastyrische,Ukraine,6862
Kobelyaki,Ukraine,6811
Lutugino,Ukraine,6805
Berislav,Ukraine,6769
Tetiev,Ukraine,6732
Zaleschiki,Ukraine,6685
Ilovaysk,Ukraine,6680
Globino,Ukraine,6619
Belopolye,Ukraine,6548
Zelenodolsk,Ukraine,6548
Krasnogvardeyskoe,Ukraine,6516
Novgorod-Seversky,Ukraine,6512
Zugres,Ukraine,6502
Semenovka,Ukraine,6486
Bashtanka,Ukraine,6378
Khristinovka,Ukraine,6376
Tarascha,Ukraine,6371
Chigirin,Ukraine,6345
Novomirgorod,Ukraine,6336
Novoselitsa,Ukraine,6322
Korets,Ukraine,6272
Kamen-Kashirsky,Ukraine,6226
Kagarlyk,Ukraine,6193
Snovsk / Schors,Ukraine,6189
Novogrodovka,Ukraine,6172
Gorodnya,Ukraine,6155
Belozerskoe,Ukraine,6094
Sukhodolsk,Ukraine,6048
Chernomorskoe,Ukraine,6031
Berezan,Ukraine,6013
Snigirevka,Ukraine,6010
Nosovka,Ukraine,5829
Vinogradovo,Ukraine,5806
Lokhvitsa,Ukraine,5765
Shargorod,Ukraine,5735
Mena,Ukraine,5735
Derazhnya,Ukraine,5698
Novodnestrovsk,Ukraine,5697
Zmiev,Ukraine,5695
Zhovkva,Ukraine,5682
Lyubotin,Ukraine,5654
Kamenka-Dneprovskaya,Ukraine,5644
Tlumach,Ukraine,5634
Volnyansk,Ukraine,5605
Novotroitskoe,Ukraine,5592
Gorokhov,Ukraine,5592
Berezovka,Ukraine,5555
Akimovka,Ukraine,5547
Ananyev,Ukraine,5535
Zenkov,Ukraine,5520
Zhidachov,Ukraine,5503
Novaya Odessa,Ukraine,5494
Mostiska,Ukraine,5491
Baranovka,Ukraine,5426
Grebenka,Ukraine,5359
Mezhgorye,Ukraine,5358
Uzin,Ukraine,5346
Nizhnegorsky,Ukraine,5335
Novoazovsk,Ukraine,5312
Lanovtsy,Ukraine,5298
Bolekhov,Ukraine,5249
Borodyanka,Ukraine,5248
Ratno,Ukraine,5194
Mikhaylovka,Ukraine,5190
Turka,Ukraine,5104
Kodyma,Ukraine,5101
Zborov,Ukraine,5077
Shumsk,Ukraine,5065
Koryukovka,Ukraine,5059
Ivanovka,Ukraine,5026
Galich,Ukraine,5010
Radekhov,Ukraine,5004
Buryn,Ukraine,4987
Barvenkovo,Ukraine,4941
Manevichi,Ukraine,4911
Bobrovitsa,Ukraine,4900
Malaya Viska,Ukraine,4861
Pochaev,Ukraine,4853
Letichev,Ukraine,4809
Bogorodchany,Ukraine,4803
Gnivan,Ukraine,4799
Tatarbunary,Ukraine,4738
Kryzhopol,Ukraine,4738
Stary Krym,Ukraine,4719
Pereginskoe,Ukraine,4713
Ivankov,Ukraine,4711
Borzna,Ukraine,4673
Mlynov,Ukraine,4666
Pomoshnaya,Ukraine,4659
Svetlodarsk,Ukraine,4594
Gusyatin,Ukraine,4558
Lyubar,Ukraine,4557
Sosnovka,Ukraine,4546
Chaplinka,Ukraine,4544
Chop,Ukraine,4491
Verkhovina,Ukraine,4477
Ichnya,Ukraine,4471
Kalanchak,Ukraine,4445
Moscow,Ukraine,4435
Vladimirets,Ukraine,4420
Rodinskoe,Ukraine,4415
Belyaevka,Ukraine,4358
Yaremche,Ukraine,4354
Sokiryany,Ukraine,4330
Lyubeshov,Ukraine,4316
Makarov,Ukraine,4306
Kozelets,Ukraine,4284
Ilintsy,Ukraine,4245
Komsomolskoe,Ukraine,4243
Chervonopartizansk,Ukraine,4236
Ovidiopol,Ukraine,4235
Rava-Russkaya,Ukraine,4234
Kozova,Ukraine,4227
Krasnogorovka,Ukraine,4224
Kamenka-Bugskaya,Ukraine,4203
Teofipol,Ukraine,4173
Pogrebische,Ukraine,4161
Chernyakhov,Ukraine,4121
Busk,Ukraine,4081
Khodorov,Ukraine,4057
Schastye,Ukraine,3963
Lipovets,Ukraine,3937
Andrushevka,Ukraine,3923
Soledar,Ukraine,3918
Reshetilovka,Ukraine,3879
Kotelva,Ukraine,3864
Smolino,Ukraine,3863
Dubovoe,Ukraine,3858
Perechin,Ukraine,3809
Zhdanovka,Ukraine,3788
Blagoveschenskoe / Ulyanovka,Ukraine,3761
Chasov Yar,Ukraine,3759
Zastavna,Ukraine,3725
Krivoe Ozero,Ukraine,3700
Mankovka,Ukraine,3695
Verkhovtsevo,Ukraine,3655
Vilkovo,Ukraine,3647
Ukrainsk,Ukraine,3635
Dergachi,Ukraine,3586
Shevchenkovo,Ukraine,3580
Vizhnitsa,Ukraine,3579
Vradievka,Ukraine,3535
Rovnoe,Ukraine,3526
Chernobay,Ukraine,3508
Razdolnoe,Ukraine,3508
Valki,Ukraine,3482
Novopskov,Ukraine,3476
Chudnov,Ukraine,3468
Belovodsk,Ukraine,3454
Podvolochisk,Ukraine,3413
Kazanka,Ukraine,3413
Teplik,Ukraine,3407
Gornyak,Ukraine,3402
Monastyriska,Ukraine,3372
Skole,Ukraine,3369
Popelnya,Ukraine,3365
Baryshevka,Ukraine,3350
Varva,Ukraine,3347
Yarmolintsy,Ukraine,3345
Seredina-Buda,Ukraine,3342
Yasinya,Ukraine,3339
Khorostkov,Ukraine,3330
Vapnyarka,Ukraine,3317
Veseloe,Ukraine,3313
Volovets,Ukraine,3305
Litin,Ukraine,3296
Borovaya,Ukraine,3292
Stavische,Ukraine,3283
Volodarka,Ukraine,3275
Seversk,Ukraine,3207
Tavriysk,Ukraine,3204
Lanchin,Ukraine,3190
Belitskoe,Ukraine,3182
Novoarkhangelsk,Ukraine,3182
Lysyanka,Ukraine,3177
Velikiy Bychkov,Ukraine,3169
Desna,Ukraine,3160
Teresva,Ukraine,3145
Kitsman,Ukraine,3139
Bushtyna,Ukraine,3134
Kelmentsy,Ukraine,3119
Chemerovtsy,Ukraine,3098
Petropavlovka,Ukraine,3088
Solotvino,Ukraine,3088
Lyubashevka,Ukraine,3038
Petrovskoe,Ukraine,3035
Pokrovskoe,Ukraine,3029
Troitskoe,Ukraine,3020
Dmitrovka,Ukraine,3009
Tomakovka,Ukraine,2994
Irshansk,Ukraine,2979
Shatsk,Ukraine,2973
Golovanevsk,Ukraine,2960
Tomashpol,Ukraine,2951
Khoroshev / Volodarsk-Volynsky,Ukraine,2943
Sofievka,Ukraine,2942
Podgaytsy,Ukraine,2940
Krasnopolye,Ukraine,2932
Novaya Ushitsa,Ukraine,2927
Novaya Vodolaga,Ukraine,2920
Sosnitsa,Ukraine,2911
Dikanka,Ukraine,2909
Nikolaev,Ukraine,2891
Sovetsky,Ukraine,2873
Zarechnoe,Ukraine,2852
Priazovskoe,Ukraine,2843
Petrovo,Ukraine,2820
Novye Sanzhary,Ukraine,2816
Rzhischev,Ukraine,2784
Teplodar,Ukraine,2756
Korolevo,Ukraine,2747
Savran,Ukraine,2746
Turiysk,Ukraine,2734
Ruzhin,Ukraine,2724
Klevan,Ukraine,2696
Zavodskoe / Chervonozavodskoe,Ukraine,2691
Gorskoe,Ukraine,2679
Morshin,Ukraine,2679
Katerinopol,Ukraine,2673
Pereschepino,Ukraine,2671
Ivanichi,Ukraine,2655
Emilchino,Ukraine,2650
Peremyshlyany,Ukraine,2649
Druzhba,Ukraine,2643
Uglegorsk,Ukraine,2635
Drabov,Ukraine,2632
Bogdanovka,Ukraine,2625
Beregomet,Ukraine,2624
Oster,Ukraine,2585
Novovorontsovka,Ukraine,2573
Dobrotvor,Ukraine,2562
Molochansk,Ukraine,2551
Domanevka,Ukraine,2522
Sudovaya Vishnya,Ukraine,2521
Lenino,Ukraine,2518
Delyatin,Ukraine,2516
Veselinovo,Ukraine,2505
Schelkino,Ukraine,2501
Tysmenitsa,Ukraine,2497
Arbuzinka,Ukraine,2489
Pervomayskoe,Ukraine,2476
Novoalexeevka,Ukraine,2472
Romanov (Dzerzhinsk),Ukraine,2469
Slobozhanskoe / Komsomolskoe,Ukraine,2461
Dobrovelichkovka,Ukraine,2447
Staraya Vyzhevka,Ukraine,2433
Kopychintsy,Ukraine,2428
Belogorye,Ukraine,2416
Novoaydar,Ukraine,2393
Rozhnyatov,Ukraine,2392
Lokachi,Ukraine,2384
Repki,Ukraine,2371
Sakhnovschina,Ukraine,2369
Ivana-Franka,Ukraine,2363
Korop,Ukraine,2362
Goscha,Ukraine,2362
Tsuman,Ukraine,2331
Mezhevaya,Ukraine,2323
Shirokoe,Ukraine,2323
Belokurakino,Ukraine,2322
Vashkovtsy,Ukraine,2304
Krasnoe,Ukraine,2289
Krasnokutsk,Ukraine,2271
Dolgoe,Ukraine,2260
Stary Sambor,Ukraine,2245
Zolotoe,Ukraine,2234
Chutovo,Ukraine,2225
Zorinsk,Ukraine,2209
Nedrigaylov,Ukraine,2205
Andreevka,Ukraine,2196
Vasilkovka,Ukraine,2185
Novy Svet,Ukraine,2184
Klesov,Ukraine,2184
Mangush (Pershotravnevoe),Ukraine,2183
Chechelnik,Ukraine,2174
Brusilov,Ukraine,2159
Dibrova,Ukraine,2157
Zgurovka,Ukraine,2150
Shishaki,Ukraine,2148
Pustomyty,Ukraine,2145
Velikiy Berezny,Ukraine,2136
Gurzuf,Ukraine,2131
Poninka,Ukraine,2124
Ternovo,Ukraine,2123
Broshnev-Osada,Ukraine,2121
Tsarichanka,Ukraine,2116
Rudki,Ukraine,2114
Tarasovka,Ukraine,2112
Svessa,Ukraine,2106
Privolye,Ukraine,2095
Murovanye Kurilovtsy,Ukraine,2092
Pavlovka,Ukraine,2091
Vlasovka,Ukraine,2088
Zimogorye,Ukraine,2085
Alupka,Ukraine,2085
Markovka,Ukraine,2084
Petrovka,Ukraine,2081
Nikolskoe / Volodarskoe,Ukraine,2065
Skalat,Ukraine,2063
Kupyansk Uzlovoy,Ukraine,2048
Vladimirovka,Ukraine,2046
Feodosia-13,Ukraine,2045
Marinka,Ukraine,2044
Velikaya Lepetikha,Ukraine,2043
Talalaevka,Ukraine,2033
Gradizhsk,Ukraine,2031
Bratslav,Ukraine,2029
Novgorodka,Ukraine,2014
Bilmak / Kuybyshevo,Ukraine,2013
Bratskoe,Ukraine,2002
Zarya,Ukraine,1991
Vishkovo,Ukraine,1988
Peschanka,Ukraine,1981
Demidovka,Ukraine,1977
Maryanovka,Ukraine,1970
Gornostaevka,Ukraine,1954
Gostomel,Ukraine,1953
Donets / Chervony Donets,Ukraine,1920
Gvardeyskoe,Ukraine,1919
Grebenki,Ukraine,1916
Staraya Sinyava,Ukraine,1905
Velikaya Bagachka,Ukraine,1897
Kegichevka,Ukraine,1897
Novonikolaevka,Ukraine,1896
Zabolotov,Ukraine,1886
Olshanka,Ukraine,1864
Luginy,Ukraine,1861
Velikaya Novoselka,Ukraine,1860
Lipovaya Dolina,Ukraine,1856
Otynya,Ukraine,1856
Pobuzhskoe,Ukraine,1842
Tarutino,Ukraine,1819
Velikaya Alexandrovka,Ukraine,1816
Orzhitsa,Ukraine,1814
Vinkovtsy,Ukraine,1811
Bereznegovatoe,Ukraine,1807
Rozovka,Ukraine,1807
Oktyabrskoe,Ukraine,1805
Torchin,Ukraine,1803
Novodruzhesk,Ukraine,1803
Irmino (Teplogorsk),Ukraine,1801
Kolki,Ukraine,1785
Vakhrushevo,Ukraine,1777
Novodonetskoe,Ukraine,1772
Khyrov,Ukraine,1771
Kuty,Ukraine,1763
Svyatogorsk,Ukraine,1756
Dobromil,Ukraine,1756
Ivano-Frankovsk-16,Ukraine,1755
Glubokaya,Ukraine,1755
Stanitsa Luganskaya,Ukraine,1746
Puliny / Chervonoarmeysk,Ukraine,1743
Kozelschina,Ukraine,1739
Elanets,Ukraine,1738
Vorozhba,Ukraine,1732
Kvasilov,Ukraine,1728
Skala-Podolskaya,Ukraine,1723
Novaya Borovaya,Ukraine,1719
Gorodnitsa,Ukraine,1714
Turbov,Ukraine,1690
Podgorodnoe,Ukraine,1687
Zaporozhye,Ukraine,1687
Mirnoe,Ukraine,1679
Vysokopolye,Ukraine,1671
Starobeshevo,Ukraine,1661
Sarata,Ukraine,1656
Krinichki,Ukraine,1644
Oposhnya,Ukraine,1629
Chernigovka,Ukraine,1619
Ladan,Ukraine,1616
Melovoe,Ukraine,1615
Narodichi,Ukraine,1610
Dvurechnaya,Ukraine,1607
Putila,Ukraine,1572
Golin,Ukraine,1555
Magdalinovka,Ukraine,1551
Bliznyuki,Ukraine,1544
Vishnevets,Ukraine,1541
Kolochava,Ukraine,1536
Miropol,Ukraine,1535
Velikie Mosty,Ukraine,1522
Dublyany,Ukraine,1519
Telmanovo,Ukraine,1517
Onufrievka,Ukraine,1516
Novaya Mayachka,Ukraine,1511
Dymer,Ukraine,1498
Kompaneevka,Ukraine,1496
Velikodolinskoe,Ukraine,1492
Vorokhta,Ukraine,1481
Ilnitsa,Ukraine,1477
Goloby,Ukraine,1470
Askania-Nova,Ukraine,1457
Krasnopavlovka,Ukraine,1445
Slavyanoserbsk,Ukraine,1439
Kosmach,Ukraine,1438
Okny / Krasnye Okny,Ukraine,1437
Brailov,Ukraine,1433
Voronezh,Ukraine,1429
Donskoe,Ukraine,1427
Oratov,Ukraine,1424
"",Ukraine,1424
Zavalye,Ukraine,1422
Gavrilovka,Ukraine,1416
Kulikovka,Ukraine,1412
Grushevo,Ukraine,1411
Shabo,Ukraine,1410
Tyvrov,Ukraine,1407
Dragovo,Ukraine,1392
Glevakha,Ukraine,1387
Pavlysh,Ukraine,1386
Novy Donbass,Ukraine,1381
Shiryaevo,Ukraine,1374
Chernukhi,Ukraine,1354
Satanov,Ukraine,1348
Vygoda,Ukraine,1347
Velikiy Burluk,Ukraine,1338
Rokosovo,Ukraine,1334
Malinovka,Ukraine,1326
Gorodkovka,Ukraine,1320
Mironovsky,Ukraine,1311
Vodyanoe,Ukraine,1310
Tolstoe,Ukraine,1309
Rozhnov,Ukraine,1306
Sutiski,Ukraine,1290
Mikulichin,Ukraine,1287
Verkhniy Rogachik,Ukraine,1282
Dovbysh,Ukraine,1279
Panyutino,Ukraine,1279
Stepanovka,Ukraine,1278
Velikaya Pisarevka,Ukraine,1276
Kirillovka,Ukraine,1270
Krasny Luch,Ukraine,1259
Faschevka,Ukraine,1254
Bedevlya,Ukraine,1254
Mikulintsy,Ukraine,1251
Zachepilovka,Ukraine,1248
Zakharovka / Frunzovka,Ukraine,1239
Voronovitsa,Ukraine,1237
Koblevo,Ukraine,1233
Stepan,Ukraine,1232
Solenoe,Ukraine,1227
Kushnitsa,Ukraine,1226
Zabolotye,Ukraine,1218
Schirets,Ukraine,1215
Erki,Ukraine,1213
Ganichi,Ukraine,1213
Alexeevka,Ukraine,1211
Ulyanovka,Ukraine,1210
Sokirnitsa,Ukraine,1209
Belozerka,Ukraine,1202
Berestechko,Ukraine,1200
Srebnoe,Ukraine,1196
Sinevir,Ukraine,1191
Novaya Praga,Ukraine,1188
Nizhnie Serogozy,Ukraine,1186
Partenit,Ukraine,1178
Lyublinets,Ukraine,1168
Ustinovka,Ukraine,1162
Uspenka,Ukraine,1160
Lazurnoe,Ukraine,1156
Svarichov,Ukraine,1153
Lyubimovka,Ukraine,1150
Gritsev,Ukraine,1149
Neresnitsa,Ukraine,1148
Gertsa,Ukraine,1145
Melnitsa-Podolskaya,Ukraine,1142
Ingulets,Ukraine,1133
Koktebel,Ukraine,1133
Zarechye,Ukraine,1131
Savintsy,Ukraine,1124
Pechenezhin,Ukraine,1120
Oleshnik,Ukraine,1117
Trebukhov,Ukraine,1116
Shklo,Ukraine,1106
Belogorodka,Ukraine,1102
Nemeshaevo,Ukraine,1099
Pechenegi,Ukraine,1090
Vinogradovka,Ukraine,1078
Komarno,Ukraine,1075
Belki,Ukraine,1072
Beliki,Ukraine,1071
Peskovka,Ukraine,1071
Limanskoe,Ukraine,1060
Petrikovka,Ukraine,1052
Vinintsy,Ukraine,1050
Suvorovo,Ukraine,1049
Ustilug,Ukraine,1043
Chernukhino,Ukraine,1035
Velyatino,Ukraine,1035
Krinichnoe,Ukraine,1035
Kozin,Ukraine,1034
Zdovbitsa,Ukraine,1033
Mizoch,Ukraine,1030
Dashev,Ukraine,1027
Antonovka,Ukraine,1021
Spas,Ukraine,1019
Kaliny,Ukraine,1016
Dzhurin,Ukraine,1015
Yuryevka,Ukraine,1011
Velikaya Dimerka,Ukraine,1009
Russkoe Pole,Ukraine,1008
Rodakovo,Ukraine,1006
Baturin,Ukraine,997
Verkhnee Vodyanoe,Ukraine,990
Slavskoe,Ukraine,989
Vilino,Ukraine,987
Kalita,Ukraine,984
Chinadievo,Ukraine,978
Uglya,Ukraine,975
Zuya,Ukraine,975
Rakhny-Lesovye,Ukraine,974
Gvozdets,Ukraine,974
Obertin,Ukraine,973
Lopatin,Ukraine,968
Smyga,Ukraine,966
Kornin,Ukraine,965
Keretski,Ukraine,965
Chervonoe,Ukraine,964
Chernyatin,Ukraine,962
Berezanka,Ukraine,960
Vinniki,Ukraine,956
Ivano-Frankovo,Ukraine,955
Ozerna,Ukraine,954
Ozernoe,Ukraine,953
Berezna,Ukraine,952
Alexeevo-Druzhkovka,Ukraine,946
Olshana,Ukraine,945
Sadovoe,Ukraine,940
Tereblya,Ukraine,938
Primorskoe,Ukraine,938
Torgovitsa,Ukraine,932
Klavdievo-Tarasovo,Ukraine,930
Belolutsk,Ukraine,926
Knyazhichi,Ukraine,923
Verkhnyachka,Ukraine,916
Losinovka,Ukraine,907
Lukov,Ukraine,906
Velikaya Znamenka,Ukraine,905
Zhuravka,Ukraine,905
Ray,Ukraine,903
Karpilovka,Ukraine,898
Kievets,Ukraine,896
Belz,Ukraine,891
Krasnoilsk,Ukraine,890
Romankovtsy,Ukraine,888
Solotvin,Ukraine,884
Vorzel,Ukraine,880
Sadzhavka,Ukraine,880
Granitnoe,Ukraine,879
Vendichany,Ukraine,874
Mashevka,Ukraine,873
Yablonov,Ukraine,868
Zolotarevo,Ukraine,865
Sedovo,Ukraine,860
Ulanov,Ukraine,857
Miusinsk,Ukraine,856
Bobrka,Ukraine,855
Chkalovo,Ukraine,852
Kholmy,Ukraine,848
Panteleymonovka,Ukraine,847
Voynilov,Ukraine,846
Velikiy Lyubin,Ukraine,844
Tisov,Ukraine,843
Toporovtsy,Ukraine,842
Koropets,Ukraine,841
Roztoki,Ukraine,833
Kirnasovka,Ukraine,829
Nebilov,Ukraine,827
Velikaya Belozerka,Ukraine,827
Morozovka,Ukraine,823
Zhvirka,Ukraine,820
Velikiy Rakovets,Ukraine,817
Rudniki,Ukraine,817
Lazeschina,Ukraine,816
Gelmyazov,Ukraine,810
Novoselovka,Ukraine,810
Glinyany,Ukraine,803
Rafalovka,Ukraine,803
Migovo,Ukraine,802
Medenichi,Ukraine,802
Cherkas,Ukraine,802
Zhuravno,Ukraine,801
Selets,Ukraine,799
Pershotravnevoe,Ukraine,799
Glukhovtsy,Ukraine,795
Starye Kuty,Ukraine,794
Dzhulinka,Ukraine,794
Dneprovskoe,Ukraine,793
Stepnogorsk,Ukraine,785
Blagodatnoe,Ukraine,783
Lipcha,Ukraine,781
Krasnaya,Ukraine,780
Selische,Ukraine,779
Orzhev,Ukraine,778
Tomashgorod,Ukraine,776
Ozeryany,Ukraine,776
Priborzhavskoe,Ukraine,773
Mospino,Ukraine,773
Strizhavka,Ukraine,772
Urzuf,Ukraine,769
Golovno,Ukraine,768
Orlovka,Ukraine,768
Slobodka,Ukraine,764
Mamaevtsy,Ukraine,763
Artemovskoe,Ukraine,759
Gogolev,Ukraine,753
Simeiz,Ukraine,751
Novoozernoe,Ukraine,748
Ozhenin,Ukraine,742
Shpikov,Ukraine,740
Budy,Ukraine,739
Makov,Ukraine,738
Mayaki,Ukraine,737
Banilov,Ukraine,736
Broshnev,Ukraine,736
Volitsa,Ukraine,735
Pesochin,Ukraine,730
Ustye,Ukraine,729
Krasnorechenskoe,Ukraine,728
Maydan,Ukraine,727
Sokolovka,Ukraine,726
Iza,Ukraine,725
Ispas,Ukraine,723
Prosyanaya,Ukraine,714
Verba,Ukraine,712
Lisichansky,Ukraine,712
Novopokrovka,Ukraine,712
Stetsevaya,Ukraine,711
Gnezdichov,Ukraine,709
Peschanoe,Ukraine,706
Ocheretinoe,Ukraine,704
Auly,Ukraine,700
Chervonaya Sloboda,Ukraine,699
Kulikov,Ukraine,697
Skhodnitsa,Ukraine,696
Varvarovka,Ukraine,695
Kirikovka,Ukraine,693
Katyuzhanka,Ukraine,691
Novaya Zburyevka,Ukraine,690
Dachnoe,Ukraine,690
Krasilovka,Ukraine,689
Luka,Ukraine,687
Kazatskoe,Ukraine,686
Volnoe,Ukraine,686
Azovskoe,Ukraine,685
Pavlov,Ukraine,684
Novopavlovka,Ukraine,683
Popovka,Ukraine,682
Novye Petrovtsy,Ukraine,681
Raygorodok,Ukraine,680
Yasenev-Pylny,Ukraine,680
Dubische,Ukraine,679
Murafa,Ukraine,678
Bozhedarovka / Schorsk,Ukraine,676
Privetnoe,Ukraine,676
Olgopol,Ukraine,674
Velikaya Mikhaylovka,Ukraine,670
Dashava,Ukraine,669
Ivanopol,Ukraine,668
Ternopolye,Ukraine,667
Malaya Belozerka,Ukraine,666
Svityaz,Ukraine,666
Borki,Ukraine,666
Cherkasskoe,Ukraine,666
Ulichnoe,Ukraine,664
Rukshin,Ukraine,661
Berezniki,Ukraine,659
Kobyletskaya Polyana,Ukraine,659
Prishib,Ukraine,659
Gogolevo,Ukraine,657
Kotsyubinskoe,Ukraine,656
Kashperovka,Ukraine,656
Glinsk,Ukraine,654
Romodan,Ukraine,654
Krasnodon selo,Ukraine,652
Pnev,Ukraine,650
Verbovka,Ukraine,650
Kobaki,Ukraine,648
Kubey / Chervonoarmeyskoe,Ukraine,645
Stepnoe,Ukraine,644
Krasnaya Polyana,Ukraine,643
Boromlya,Ukraine,640
Yarun,Ukraine,640
Staroselye,Ukraine,639
Novoalexandrovka,Ukraine,639
Voskhod,Ukraine,639
Velikie Sorochintsy,Ukraine,638
Novofedorovka,Ukraine,638
Goncharovskoe,Ukraine,637
Sloboda,Ukraine,637
Kurakhovka,Ukraine,636
Kamenny Brod,Ukraine,636
Eskhar,Ukraine,634
Storozhnitsa,Ukraine,633
Pisarevka,Ukraine,632
Fedorovka,Ukraine,630
Ostrozhets,Ukraine,630
Steblev,Ukraine,628
Gubinikha,Ukraine,627
Belousovka,Ukraine,626
Zolotoy Potok,Ukraine,624
Polyana,Ukraine,623
Krivoe,Ukraine,621
Prilesnoe,Ukraine,621
Buki,Ukraine,620
Babin,Ukraine,618
Novoluganskoe,Ukraine,617
Russkaya Polyana,Ukraine,614
Zaluzhye,Ukraine,614
Rozdol,Ukraine,613
Dobryanka,Ukraine,612
Obodovka,Ukraine,609
Olkhovtsy,Ukraine,608
Niva Trudovaya,Ukraine,606
Sergeevka,Ukraine,606
Yarkoe Pole,Ukraine,605
